"Vendor Name","Reference Number","Contract Date","Description of Work","Start Date","End Date","Delivery Date","Contract Value","Comments","Fiscal Year","Quarter"
"Groupe de développment Consortia","CP07983","2007-01-10","0859  Other Business Services not Elsewhere Specified","2007-01-15","2007-03-31","","22,754.25","","2006-2007","4th Quarter"
"DAMA Consulting Services Limited","CP08153","2007-01-15","0499  Other Professional Services not Elsewhere Specified","2007-01-18","2007-03-31","","11,250.00","","2006-2007","4th Quarter"
"EQUIFAX CANADA INC.","CP08112","2007-01-17","0859  Other Business Services not Elsewhere Specified","2007-01-17","2007-07-16","","24,510.00","","2006-2007","4th Quarter"
"MICROAGE TECHNOLOGY SERVICES","CP08210","2007-01-17","1227  Computer equipment - small-desktop/ personal/ portable/keyboard","","","2007-01-24","19,263.72","","2006-2007","4th Quarter"
"MRSB Consulting Services","CP08104","2007-01-17","0859  Other Business Services not Elsewhere Specified","2007-02-08","2007-03-31","","17,916.50","","2006-2007","4th Quarter"
"Canon Canada Inc.","CP08259","2007-01-22","0533  Rental of Machinery, Office Furniture and Fixtures and Other Equipment","2007-02-01","2011-01-31","","24,117.12","","2006-2007","4th Quarter"
"Hotel Beauséjour","CP08119","2007-01-22","0570  Rental - Other","2007-02-01","2008-03-28","","14,364.00","","2006-2007","4th Quarter"
"C-CORE","CP08326","2007-01-23","0499  Other Professional Services not Elsewhere Specified","2007-01-23","2007-03-31","","56,990.00","","2006-2007","4th Quarter"
"XEROX CANADA LTD","CP08262","2007-01-23","0533  Rental of Machinery, Office Furniture and Fixtures and Other Equipment","2007-02-01","2012-01-31","","12,312.00","","2006-2007","4th Quarter"
"Global Convention Services Ltd.","CP08118","2007-01-24","0210  Transportation of Things not Elsewhere Specified","2007-01-31","2007-04-20","","20,412.82","","2006-2007","4th Quarter"
"New Brunswick System Operator (NBSO)","CP07958","2007-01-24","0859  Other Business Services not Elsewhere Specified","2007-01-31","2007-03-31","","13,680.00","","2006-2007","4th Quarter"
"Performance Management Network Inc.","CP08278","2007-01-24","0491  Management Consulting","2007-02-14","2007-03-31","","56,971.50","","2006-2007","4th Quarter"
"Elizabeth Lépine","CP07931","2007-01-25","0447  Tuition Fees and Costs of Attending Courses Including Seminars not Elsewhere Specified","2007-01-26","2007-03-29","","14,400.00","","2006-2007","4th Quarter"
"Marisa Piccini","CP05910","2007-01-25","0351  Communications Professional Services not Elsewhere Specified","2007-01-25","2007-12-31","","68,400.00","","2006-2007","4th Quarter"
"SOFTCHOICE CORPORATION","CP08293","2007-01-25","1228  Computer software","2007-03-18","2008-03-17","","17,955.00","","2006-2007","4th Quarter"
"Triware Technologies Inc.","CP08295","2007-01-25","1227  Computer equipment - small-desktop/ personal/ portable/keyboard","","","2007-02-02","12,327.96","","2006-2007","4th Quarter"
"Wood MacKenzie Kintore House","CP08384","2007-01-25","0499  Other Professional Services not Elsewhere Specified","2007-01-25","2007-03-31","","110,000.00","","2006-2007","4th Quarter"
"FORINTEK CANADA CORP.","CP08197","2007-01-26","0491  Management Consulting","2007-02-07","2007-03-19","","24,900.01","","2006-2007","4th Quarter"
"Formation Linguistique Excel","CP08155","2007-01-26","0447  Tuition Fees and Costs of Attending Courses Including Seminars not Elsewhere Specified","2007-02-12","2007-06-01","","30,517.80","","2006-2007","4th Quarter"
"Performance Management Network Inc.","CP06937","2007-01-26","0401  Accounting and Audit Services","2007-02-26","2008-02-25","","149,981.28","","2006-2007","4th Quarter"
"Gardner Pinfold Consulting Economists Limited","CP08449","2007-01-29","0491  Management Consulting","2007-02-28","2007-04-30","","10,000.00","","2006-2007","4th Quarter"
"Anthony Macauley Associates (Victoria) Inc.","CP08300","2007-01-31","0472  Information technology consultants","2007-04-01","2008-03-31","","72,660.18","","2006-2007","4th Quarter"
"MRA MARKET RESEARCH ASSOCIATES","CP08345","2007-01-31","0491  Management Consulting","2007-02-01","2007-03-15","","24,500.00","","2006-2007","4th Quarter"
"Kifinti Solutions Inc.","CP08362","2007-02-01","0670  Computer equipment - hardware and software","2007-03-01","2008-02-28","","31,794.91","","2006-2007","4th Quarter"
"Canadian Manufacturers & Exporters Nova Scotia","CP08389","2007-02-02","0859  Other Business Services not Elsewhere Specified","2007-02-06","2007-03-31","","24,852.00","","2006-2007","4th Quarter"
"CME - National - Ontario","CP08401","2007-02-02","0859  Other Business Services not Elsewhere Specified","2007-02-06","2007-03-31","","22,230.00","","2006-2007","4th Quarter"
"Conference Board of Canada, The","CP08381","2007-02-02","0859  Other Business Services not Elsewhere Specified","2007-02-08","2007-03-31","","24,400.00","","2006-2007","4th Quarter"
"Greenarm Management Ltd.","CP08472","2007-02-02","0630  Office Buildings","2007-02-02","2007-02-19","","15,288.79","","2006-2007","4th Quarter"
"Cossette Media","CP08342","2007-02-05","0301  Advertising Services","2007-02-07","2007-04-30","","201,210.00","","2006-2007","4th Quarter"
"FOXWISE TECHNOLOGIES INC.","CP08447","2007-02-07","1227  Computer equipment - small-desktop/ personal/ portable/keyboard","","","2007-02-21","23,306.89","","2006-2007","4th Quarter"
"CATA Alliance","CP08365","2007-02-08","0859  Other Business Services not Elsewhere Specified","2007-02-08","2007-03-31","","25,000.00","","2006-2007","4th Quarter"
"Grant Thorton","CP07661","2007-02-08","0491  Management Consulting","2007-02-12","2007-03-31","","11,400.00","","2006-2007","4th Quarter"
"PERRY OFFICE INTERIORS","CP08462","2007-02-08","1231  Office Furniture and Furnishings, Including Parts","","","2007-03-31","11,455.63","","2006-2007","4th Quarter"
"PERRY OFFICE INTERIORS","CP08464","2007-02-08","1231  Office Furniture and Furnishings, Including Parts","","","2007-03-31","24,792.08","","2006-2007","4th Quarter"
"COPEM Consulting Inc.","CP08484","2007-02-09","0499  Other Professional Services not Elsewhere Specified","2007-02-12","2007-03-31","","24,486.00","","2006-2007","4th Quarter"
"Centre linguistique du Collège de Jonquière","CP08511","2007-02-12","0447  Tuition Fees and Costs of Attending Courses Including Seminars not Elsewhere Specified","2007-02-26","2007-06-29","","20,500.00","","2006-2007","4th Quarter"
"DAMA Consulting Services Limited","CP08503","2007-02-12","0499  Other Professional Services not Elsewhere Specified","2007-02-12","2007-03-30","","30,000.00","","2006-2007","4th Quarter"
"East Coast Music Association","CP08512","2007-02-12","0859  Other Business Services not Elsewhere Specified","2007-02-15","2007-03-31","","12,540.00","","2006-2007","4th Quarter"
"IMP GROUP LIMITED","CP08570","2007-02-15","1227  Computer equipment - small-desktop/ personal/ portable/keyboard","","","2007-02-28","26,249.39","","2006-2007","4th Quarter"
"Marathon Human Resources Consulting Group Ltd.","CP08561","2007-02-15","0491  Management Consulting","2007-02-26","2007-10-31","","12,312.00","","2006-2007","4th Quarter"
"CONCORD INFORMATIC ENTERPRISES","CP08600","2007-02-16","0499  Other Professional Services not Elsewhere Specified","2007-02-26","2007-03-31","","24,460.00","","2006-2007","4th Quarter"
"TEKNION FURNITURE","CP08674","2007-02-22","1231  Office Furniture and Furnishings, Including Parts","","","2007-03-31","24,521.50","","2006-2007","4th Quarter"
"CANADIAN COMMUNICATION PRODUCTIONS INC.","CP08684","2007-02-23","1221  Voice communications equipment","2007-02-23","2007-03-09","","16,598.40","","2006-2007","4th Quarter"
"DELOITTE & TOUCHE","CP08683","2007-02-23","0491  Management Consulting","2007-02-26","2007-04-30","","74,784.11","","2006-2007","4th Quarter"
"TEKNION FURNITURE","CP08606","2007-02-23","1231  Office Furniture and Furnishings, Including Parts","","","2007-03-31","20,147.70","","2006-2007","4th Quarter"
"TEKNION FURNITURE","CP08427","2007-02-23","1231  Office Furniture and Furnishings, Including Parts","","","2007-03-31","24,945.82","","2006-2007","4th Quarter"
"TEKNION ROY & BRETON INC.","CP08704","2007-02-24","1231  Office Furniture and Furnishings, Including Parts","","","2007-03-31","16,900.65","","2006-2007","4th Quarter"
"CANADIAN BUSINESS INFORMATION","CP08757","2007-02-28","1143  Printed Matter, Including Books, Newspapers, Pictures, Manuscripts and Forms","","","2007-03-30","13,529.85","","2006-2007","4th Quarter"
"KPMG LLP","CP08766","2007-02-28","0401  Accounting and Audit Services","2007-03-01","2007-06-29","","57,000.00","","2006-2007","4th Quarter"
"Price Waterhouse Coopers","CP08681","2007-02-28","0491  Management Consulting","2007-03-01","2007-03-31","","22,800.00","","2006-2007","4th Quarter"
"ARI Financial Services","CP08817","2007-03-02","0682  Road Motor Vehicles - Non-military","2007-04-01","2008-03-31","","22,800.00","","2006-2007","4th Quarter"
"Economic Planning Group Of Canada","CP08810","2007-03-02","0491  Management Consulting","2007-03-12","2007-03-31","","27,360.00","","2006-2007","4th Quarter"
"MICROAGE TECHNOLOGY SERVICES","CP08849","2007-03-06","1227  Computer equipment - small-desktop/ personal/ portable/keyboard","","","2007-03-28","11,630.71","","2006-2007","4th Quarter"
"INFO CANADA","CP08754","2007-03-07","1143  Printed Matter, Including Books, Newspapers, Pictures, Manuscripts and Forms","","","2007-03-23","12,952.68","","2006-2007","4th Quarter"
"Virtual Media Productions Limited","CP08892","2007-03-08","0351  Communications Professional Services not Elsewhere Specified","2007-03-19","2008-03-31","","10,470.90","","2006-2007","4th Quarter"
"APEC - Atlantic Provinces Economic Council","CP08904","2007-03-12","0491  Management Consulting","2007-03-15","2007-05-11","","13,227.42","","2006-2007","4th Quarter"
"CFN Consultants","CP08923","2007-03-12","0491  Management Consulting","2007-03-13","2007-04-06","","23,256.00","","2006-2007","4th Quarter"
"MRC Workplace Health and Safety Consulting Services Ltd.","CP08997","2007-03-12","0499  Other Professional Services not Elsewhere Specified","2007-03-19","2007-04-30","","22,100.00","","2006-2007","4th Quarter"
"The Boyd Company Inc.","CP08909","2007-03-12","0491  Management Consulting","2007-03-14","2007-04-30","","19,500.00","","2006-2007","4th Quarter"
"B&M Wood Enterprises","CP08843","2007-03-14","0491  Management Consulting","2007-03-19","2007-03-31","","12,255.00","","2006-2007","4th Quarter"
"PERCY, & DRODGE, MANAGEMENT CONS.","CP08985","2007-03-14","0491  Management Consulting","2007-03-14","2007-05-31","","17,100.00","","2006-2007","4th Quarter"
"Greenarm Management Ltd.","CP09010","2007-03-15","0630  Office Buildings","2007-03-16","2007-03-31","","14,022.46","","2006-2007","4th Quarter"
"Delsec Inc.","CP09111","2007-03-19","0499  Other Professional Services not Elsewhere Specified","2007-03-21","2007-06-30","","22,640.00","","2006-2007","4th Quarter"
"BARRY W. SHEPPARD","CP09070","2007-03-20","0491  Management Consulting","2007-03-20","2007-06-29","","12,047.68","","2006-2007","4th Quarter"
"TRANSCONTINENTAL MONCTON","CP09088","2007-03-20","0321  Printing Services","2007-03-22","2007-04-15","","13,509.00","","2006-2007","4th Quarter"
"Centre Linguistique EQUINOX Language Centre Inc.","CP09102","2007-03-21","0447  Tuition Fees and Costs of Attending Courses Including Seminars not Elsewhere Specified","2007-03-26","2007-05-31","","12,600.00","","2006-2007","4th Quarter"
"CEDROM-SNi","CP09101","2007-03-22","0351  Communications Professional Services not Elsewhere Specified","2007-04-01","2008-03-31","","20,667.51","","2006-2007","4th Quarter"
"RICOH CANADA LTD.","CP09115","2007-03-22","0533  Rental of Machinery, Office Furniture and Fixtures and Other Equipment","2007-04-01","2012-03-31","","10,465.20","","2006-2007","4th Quarter"
"PUBLIC POLICY FORUM","CP09147","2007-03-23","0491  Management Consulting","2007-03-26","2007-04-30","","22,507.50","","2006-2007","4th Quarter"
"Action Personnel of Ottawa-Hull Ltd.","CP09142","2007-03-26","0813  Temporary Help Services","2007-04-02","2007-06-29","","15,450.83","","2006-2007","4th Quarter"
"ENVIROLASER LTD.","CP09160","2007-03-26","1172  Office and Stationers Supplies","","","2007-03-31","18,971.48","","2006-2007","4th Quarter"
"DHL EXPRESS (CANADA), LTD.","CP09216","2007-03-29","0213  Courier Services","2007-04-01","2008-03-31","","74,100.00","","2006-2007","4th Quarter"
"Yellow Cab Limited","CP09247","2007-03-30","0859  Other Business Services not Elsewhere Specified","2007-04-01","2008-03-31","","11,400.00","","2006-2007","4th Quarter"
"Bell Canada","CP09557","2007-04-01","0220  Telephone and other voice services (excluding enhanced telecommunications services)","2007-04-01","2008-03-31","","12,720.00","","2007-2008","1st Quarter"
"Canon Canada","CP09441","2007-04-01","0533  Rental of Machinery, Office Furniture and Fixtures and Other Equipment","2007-04-01","2008-03-31","","12,720.00","","2007-2008","1st Quarter"
"ARI Financial Services","CP09309","2007-04-02","1122  Gasoline","2007-04-03","2008-03-31","","19,377.14","","2007-2008","1st Quarter"
"Excel Human Resources Inc.","CP09253","2007-04-02","0813  Temporary Help Services","2007-04-02","2007-06-01","","10,935.23","","2007-2008","1st Quarter"
"Grand & Toy Ltd.","CP09292","2007-04-04","1172  Office and Stationers Supplies","","","2008-02-19","21,200.00","","2007-2008","1st Quarter"
"ALLSTREAM","CP09307","2007-04-05","0472  Information technology consultants","2007-04-10","2007-12-31","","72,960.00","","2007-2008","1st Quarter"
"FUSSELL CONSULTING","CP08767","2007-04-05","0351  Communications Professional Services not Elsewhere Specified","2007-04-23","2008-03-31","","78,493.30","","2007-2008","1st Quarter"
"ORACLE CORPORATION CANADA INC.","CP09329","2007-04-11","0670  Computer equipment - hardware and software","2007-05-22","2008-05-21","","57,538.92","","2007-2008","1st Quarter"
"THE CONFERENCE BOARD OF CANADA","CP09365","2007-04-13","0859  Other Business Services not Elsewhere Specified","2007-05-01","2008-04-30","","30,355.00","","2007-2008","1st Quarter"
"MANPOWER","CP09383","2007-04-16","0813  Temporary Help Services","2007-04-16","2007-08-31","","12,896.40","","2007-2008","1st Quarter"
"P4 Bottomline Inc.","CP08922","2007-04-19","0499  Other Professional Services not Elsewhere Specified","2007-04-23","2007-07-31","","47,732.00","","2007-2008","1st Quarter"
"THE CONFERENCE BOARD OF CANADA","CP09443","2007-04-20","0859  Other Business Services not Elsewhere Specified","2007-05-01","2008-04-30","","29,725.00","","2007-2008","1st Quarter"
"DHL EXPRESS (CANADA), LTD.","CP09445","2007-04-23","0213  Courier Services","2007-04-23","2008-03-31","","10,600.00","","2007-2008","1st Quarter"
"Performance Management Network Inc.","CP09370","2007-04-24","0491  Management Consulting","2007-05-07","2007-06-08","","17,490.00","","2007-2008","1st Quarter"
"Manpower  Services Canada Ltd.","CP09507","2007-04-25","0813  Temporary Help Services","2007-05-07","2007-08-31","","10,480.89","","2007-2008","1st Quarter"
"Manpower Temporary Services","CP09534","2007-04-27","0813  Temporary Help Services","2007-05-09","2007-08-31","","18,064.44","","2007-2008","1st Quarter"
"Élisabeth Lépine","CP09661","2007-05-11","0447  Tuition Fees and Costs of Attending Courses Including Seminars not Elsewhere Specified","2007-09-17","2007-12-14","","23,520.00","","2007-2008","1st Quarter"
"NOVUS CONSULTING GROUP LTD.","CP09735","2007-05-18","0491  Management Consulting","2007-05-28","2007-07-31","","11,286.00","","2007-2008","1st Quarter"
"Manpower Temporary Services","CP09782","2007-05-24","0813  Temporary Help Services","2007-06-06","2007-10-31","","22,552.51","","2007-2008","1st Quarter"
"THE CONFERENCE BOARD OF CANADA","CP09753","2007-05-24","0859  Other Business Services not Elsewhere Specified","2007-06-01","2008-05-31","","20,625.00","","2007-2008","1st Quarter"
"Deloitte Inc.","CP09826","2007-05-30","0499  Other Professional Services not Elsewhere Specified","2007-06-25","2007-09-04","","56,352.40","","2007-2008","1st Quarter"
"DHL EXPRESS (CANADA), LTD.","CP09840","2007-05-31","0213  Courier Services","2007-06-01","2008-03-31","","17,100.00","","2007-2008","1st Quarter"
"Manpower Temporary Services","CP09839","2007-05-31","0813  Temporary Help Services","2007-06-05","2007-07-30","","14,803.73","","2007-2008","1st Quarter"
